model	md5	caprieval_rank	score	irmsd	fnat	lrmsd	ilrmsd	dockq	rmsd	cluster_id	cluster_ranking	model-cluster_ranking	air	angles	bonds	bsa	cdih	coup	dani	desolv	dihe	elec	improper	rdcs	rg	sym	total	vdw	vean	xpcs
../1_emscoring/emscoring_76.pdb	-	19	-113.687	1.335	0.776	2.331	2.293	0.755	1.342	2	1	7	0.000	289.455	52.574	1828.870	0.000	0.000	0.000	13.693	2068.860	-386.398	74.138	0.000	0.000	0.000	-436.499	-50.101	0.000	0.000
../1_emscoring/emscoring_39.pdb	-	20	-113.369	14.745	0.086	23.091	22.567	0.072	14.374	5	2	3	0.000	300.119	57.183	1815.910	0.000	0.000	0.000	-3.773	2062.220	-264.856	85.697	0.000	0.000	0.000	-321.480	-56.624	0.000	0.000
../1_emscoring/emscoring_61.pdb	-	21	-113.216	15.017	0.069	23.527	21.845	0.065	14.442	4	5	5	0.000	296.636	63.284	1829.600	0.000	0.000	0.000	11.816	2057.850	-313.395	81.900	0.000	0.000	0.000	-375.748	-62.352	0.000	0.000
../1_emscoring/emscoring_32.pdb	-	22	-113.162	14.906	0.103	23.639	22.970	0.076	14.412	5	2	4	0.000	280.400	53.202	1794.920	0.000	0.000	0.000	6.748	2047.180	-359.290	73.362	0.000	0.000	0.000	-407.342	-48.052	0.000	0.000
../1_emscoring/emscoring_62.pdb	-	23	-112.187	14.830	0.069	22.672	21.920	0.067	14.160	4	5	6	0.000	305.920	56.907	1746.740	0.000	0.000	0.000	2.358	2045.460	-343.332	84.570	0.000	0.000	0.000	-389.210	-45.878	0.000	0.000
../1_emscoring/emscoring_19.pdb	-	24	-111.160	8.490	0.121	16.766	16.151	0.118	8.466	1	6	2	0.000	307.893	59.770	1506.370	0.000	0.000	0.000	0.758	2051.250	-307.095	87.614	0.000	0.000	0.000	-357.593	-50.499	0.000	0.000
../1_emscoring/emscoring_60.pdb	-	25	-110.703	14.229	0.052	22.990	21.641	0.061	14.002	4	5	7	0.000	295.392	55.145	1905.940	0.000	0.000	0.000	10.635	2034.870	-362.280	83.948	0.000	0.000	0.000	-411.162	-48.882	0.000	0.000
../1_emscoring/emscoring_14.pdb	-	26	-110.568	10.536	0.052	19.768	18.565	0.076	10.815	1	6	3	0.000	293.956	57.947	1567.960	0.000	0.000	0.000	11.976	2041.680	-420.460	83.325	0.000	0.000	0.000	-458.912	-38.451	0.000	0.000
../1_emscoring/emscoring_71.pdb	-	27	-110.534	4.476	0.241	14.300	9.437	0.201	5.308	9	8	1	0.000	291.544	53.522	1670.030	0.000	0.000	0.000	13.395	2035.900	-376.070	80.546	0.000	0.000	0.000	-424.785	-48.715	0.000	0.000
../1_emscoring/emscoring_17.pdb	-	28	-110.103	8.798	0.103	16.881	16.344	0.111	8.826	1	6	4	0.000	320.602	64.388	1489.570	0.000	0.000	0.000	-2.368	2046.960	-291.018	94.175	0.000	0.000	0.000	-340.549	-49.531	0.000	0.000
../1_emscoring/emscoring_4.pdb	-	29	-109.805	0.849	0.828	1.943	1.441	0.845	0.834	2	1	8	0.000	312.094	62.259	1826.750	0.000	0.000	0.000	1.711	2038.580	-322.467	88.950	0.000	0.000	0.000	-369.489	-47.022	0.000	0.000
../1_emscoring/emscoring_6.pdb	-	30	-108.799	10.550	0.121	19.965	18.728	0.098	10.765	1	6	5	0.000	311.821	54.418	1558.360	0.000	0.000	0.000	1.205	2033.870	-332.382	84.033	0.000	0.000	0.000	-375.911	-43.529	0.000	0.000
../1_emscoring/emscoring_20.pdb	-	31	-108.409	9.439	0.069	18.854	17.210	0.088	9.760	1	6	6	0.000	300.697	60.295	1365.030	0.000	0.000	0.000	2.905	2056.320	-376.782	80.069	0.000	0.000	0.000	-412.740	-35.958	0.000	0.000
../1_emscoring/emscoring_44.pdb	-	32	-107.541	5.143	0.172	9.792	9.376	0.227	5.362	11	4	3	0.000	310.371	65.223	1696.070	0.000	0.000	0.000	3.680	2048.000	-379.074	90.800	0.000	0.000	0.000	-414.480	-35.406	0.000	0.000
../1_emscoring/emscoring_59.pdb	-	33	-107.302	14.143	0.052	23.059	21.618	0.061	13.985	4	5	8	0.000	297.106	54.311	1779.910	0.000	0.000	0.000	11.787	2036.630	-391.006	79.825	0.000	0.000	0.000	-431.894	-40.888	0.000	0.000
../1_emscoring/emscoring_23.pdb	-	34	-106.716	5.191	0.121	12.400	10.964	0.172	4.778	8	3	3	0.000	305.392	53.243	1551.660	0.000	0.000	0.000	7.851	2051.260	-247.304	83.076	0.000	0.000	0.000	-312.410	-65.106	0.000	0.000
../1_emscoring/emscoring_28.pdb	-	35	-106.285	1.848	0.603	6.388	4.267	0.547	2.171	2	1	9	0.000	305.591	56.531	1608.070	0.000	0.000	0.000	-1.360	2064.570	-422.306	88.263	0.000	0.000	0.000	-442.770	-20.464	0.000	0.000
../1_emscoring/emscoring_36.pdb	-	36	-105.358	14.593	0.086	23.042	22.487	0.072	14.295	5	2	5	0.000	293.642	58.497	1817.380	0.000	0.000	0.000	6.963	2038.810	-303.491	79.466	0.000	0.000	0.000	-355.114	-51.623	0.000	0.000
../1_emscoring/emscoring_67.pdb	-	37	-105.318	2.687	0.345	8.314	6.814	0.365	2.532	10	9	1	0.000	280.767	57.118	1643.380	0.000	0.000	0.000	10.318	2047.420	-363.792	80.438	0.000	0.000	0.000	-406.670	-42.878	0.000	0.000
../1_emscoring/emscoring_7.pdb	-	38	-104.263	10.380	0.052	19.775	18.400	0.076	10.681	1	6	7	0.000	297.290	55.678	1433.410	0.000	0.000	0.000	1.834	2030.700	-365.691	83.360	0.000	0.000	0.000	-398.651	-32.959	0.000	0.000
../1_emscoring/emscoring_38.pdb	-	39	-103.443	14.738	0.069	23.392	21.882	0.065	14.508	5	2	6	0.000	309.228	63.521	1616.860	0.000	0.000	0.000	-1.834	2041.770	-289.658	85.790	0.000	0.000	0.000	-333.335	-43.677	0.000	0.000
../1_emscoring/emscoring_90.pdb	-	40	-103.350	13.230	0.000	25.191	21.785	0.038	13.629	12	10	1	0.000	532.712	82.344	1664.180	0.000	0.000	0.000	5.540	1870.300	-290.416	180.660	0.000	0.000	0.000	-341.222	-50.807	0.000	0.000
../1_emscoring/emscoring_73.pdb	-	41	-101.873	3.950	0.310	14.130	8.828	0.234	4.870	9	8	2	0.000	281.415	52.649	1597.090	0.000	0.000	0.000	8.425	2044.400	-369.783	84.000	0.000	0.000	0.000	-406.125	-36.342	0.000	0.000
../1_emscoring/emscoring_18.pdb	-	42	-101.599	8.328	0.138	15.628	15.556	0.133	8.284	21	11	1	0.000	307.380	66.947	1537.410	0.000	0.000	0.000	-0.788	2046.820	-244.860	88.333	0.000	0.000	0.000	-296.699	-51.839	0.000	0.000
../1_emscoring/emscoring_33.pdb	-	43	-101.236	14.656	0.103	23.133	22.717	0.078	14.315	5	2	7	0.000	287.367	50.612	1747.220	0.000	0.000	0.000	5.731	2041.210	-301.228	77.525	0.000	0.000	0.000	-347.949	-46.721	0.000	0.000
../1_emscoring/emscoring_26.pdb	-	44	-101.195	5.055	0.138	12.208	10.685	0.182	4.735	8	3	4	0.000	300.553	55.591	1585.800	0.000	0.000	0.000	6.215	2050.250	-188.336	88.702	0.000	0.000	0.000	-258.079	-69.743	0.000	0.000
../1_emscoring/emscoring_15.pdb	-	45	-100.175	10.588	0.138	20.108	18.639	0.103	10.992	1	6	8	0.000	296.720	55.988	1556.390	0.000	0.000	0.000	3.216	2042.040	-284.184	83.628	0.000	0.000	0.000	-330.739	-46.555	0.000	0.000
../1_emscoring/emscoring_12.pdb	-	46	-99.345	10.861	0.052	20.178	18.936	0.074	11.083	1	6	9	0.000	295.462	55.308	1415.930	0.000	0.000	0.000	7.087	2036.500	-352.341	79.415	0.000	0.000	0.000	-388.305	-35.964	0.000	0.000
../1_emscoring/emscoring_30.pdb	-	47	-98.903	14.910	0.069	22.812	22.122	0.067	14.306	19	12	1	0.000	308.589	52.976	1710.410	0.000	0.000	0.000	3.969	2033.390	-286.957	81.887	0.000	0.000	0.000	-332.438	-45.481	0.000	0.000
../1_emscoring/emscoring_68.pdb	-	48	-98.898	7.891	0.138	25.552	18.665	0.091	8.874	18	13	1	0.000	288.248	56.442	1572.170	0.000	0.000	0.000	4.634	2067.480	-288.968	74.528	0.000	0.000	0.000	-334.707	-45.739	0.000	0.000
../1_emscoring/emscoring_66.pdb	-	49	-98.474	2.660	0.328	8.393	6.859	0.358	2.405	10	9	2	0.000	264.030	53.627	1623.100	0.000	0.000	0.000	10.555	2051.950	-332.397	77.441	0.000	0.000	0.000	-374.945	-42.549	0.000	0.000
../1_emscoring/emscoring_31.pdb	-	50	-98.436	14.890	0.086	23.196	22.536	0.072	14.440	5	2	8	0.000	293.524	57.892	1636.910	0.000	0.000	0.000	1.226	2053.830	-239.544	76.769	0.000	0.000	0.000	-291.296	-51.752	0.000	0.000
../1_emscoring/emscoring_80.pdb	-	51	-97.453	15.397	0.103	28.767	25.761	0.064	14.824	7	7	2	0.000	297.013	52.200	1604.430	0.000	0.000	0.000	6.970	2069.830	-341.591	82.344	0.000	0.000	0.000	-377.696	-36.105	0.000	0.000
../1_emscoring/emscoring_74.pdb	-	52	-97.048	3.141	0.362	10.071	6.697	0.321	3.617	9	8	3	0.000	279.342	56.465	1724.370	0.000	0.000	0.000	14.110	2035.810	-364.250	79.649	0.000	0.000	0.000	-402.558	-38.308	0.000	0.000
../1_emscoring/emscoring_11.pdb	-	53	-97.036	10.726	0.103	20.314	18.898	0.091	11.029	1	6	10	0.000	297.904	60.847	1450.240	0.000	0.000	0.000	1.039	2025.400	-311.153	85.057	0.000	0.000	0.000	-346.998	-35.845	0.000	0.000
../1_emscoring/emscoring_10.pdb	-	54	-96.339	10.126	0.103	19.652	18.248	0.094	10.427	1	6	11	0.000	304.646	50.846	1447.210	0.000	0.000	0.000	3.719	2043.720	-313.238	83.839	0.000	0.000	0.000	-350.649	-37.410	0.000	0.000
../1_emscoring/emscoring_25.pdb	-	55	-96.207	5.257	0.103	13.388	11.339	0.155	4.929	8	3	5	0.000	287.217	52.562	1477.410	0.000	0.000	0.000	5.522	2068.010	-224.787	76.335	0.000	0.000	0.000	-281.559	-56.771	0.000	0.000
../1_emscoring/emscoring_57.pdb	-	56	-95.499	5.941	0.241	11.637	11.262	0.216	6.072	6	14	1	0.000	294.525	52.988	1372.840	0.000	0.000	0.000	1.748	2034.390	-265.855	79.805	0.000	0.000	0.000	-309.930	-44.075	0.000	0.000
../1_emscoring/emscoring_5.pdb	-	57	-93.996	11.070	0.034	21.202	19.239	0.064	11.375	1	6	12	0.000	301.230	64.815	1317.840	0.000	0.000	0.000	2.535	2038.650	-269.785	86.836	0.000	0.000	0.000	-312.360	-42.574	0.000	0.000
../1_emscoring/emscoring_83.pdb	-	58	-91.760	6.097	0.224	12.936	11.915	0.194	6.270	6	14	2	0.000	305.287	58.747	1434.990	0.000	0.000	0.000	0.433	2050.140	-235.577	85.022	0.000	0.000	0.000	-280.655	-45.078	0.000	0.000
../1_emscoring/emscoring_35.pdb	-	59	-90.866	8.354	0.155	17.807	16.176	0.124	8.572	6	14	3	0.000	310.710	58.097	1372.700	0.000	0.000	0.000	-1.050	2053.600	-238.901	81.790	0.000	0.000	0.000	-280.937	-42.036	0.000	0.000
../1_emscoring/emscoring_13.pdb	-	60	-90.828	8.218	0.190	16.846	15.753	0.142	8.404	6	14	4	0.000	280.869	57.229	1400.130	0.000	0.000	0.000	0.516	2055.470	-272.381	79.516	0.000	0.000	0.000	-309.249	-36.868	0.000	0.000
../1_emscoring/emscoring_78.pdb	-	61	-90.255	15.341	0.103	28.531	25.668	0.065	14.723	7	7	3	0.000	293.521	56.847	1471.300	0.000	0.000	0.000	10.116	2055.940	-278.273	84.998	0.000	0.000	0.000	-322.989	-44.716	0.000	0.000
../1_emscoring/emscoring_79.pdb	-	62	-88.814	7.583	0.190	16.626	15.255	0.145	7.660	6	14	5	0.000	306.808	58.262	1441.520	0.000	0.000	0.000	-3.098	2060.870	-182.136	77.324	0.000	0.000	0.000	-231.424	-49.289	0.000	0.000
../1_emscoring/emscoring_9.pdb	-	63	-87.913	11.066	0.017	21.033	19.224	0.059	11.373	22	15	1	0.000	285.823	59.480	1383.470	0.000	0.000	0.000	0.947	2049.490	-243.093	79.665	0.000	0.000	0.000	-283.334	-40.241	0.000	0.000
../1_emscoring/emscoring_54.pdb	-	64	-85.971	6.540	0.224	19.825	14.835	0.143	7.198	3	16	1	0.000	293.725	56.446	1415.300	0.000	0.000	0.000	12.681	2053.640	-321.755	78.896	0.000	0.000	0.000	-356.055	-34.300	0.000	0.000
../1_emscoring/emscoring_77.pdb	-	65	-84.628	15.358	0.103	28.820	25.775	0.064	14.749	7	7	4	0.000	281.821	57.944	1631.860	0.000	0.000	0.000	7.695	2059.430	-224.535	76.760	0.000	0.000	0.000	-271.951	-47.416	0.000	0.000
../1_emscoring/emscoring_43.pdb	-	66	-83.029	5.279	0.241	9.939	9.538	0.246	5.469	11	4	4	0.000	308.972	57.237	1697.640	0.000	0.000	0.000	1.507	2048.750	-225.851	88.626	0.000	0.000	0.000	-265.217	-39.366	0.000	0.000
../1_emscoring/emscoring_55.pdb	-	67	-83.006	6.461	0.259	19.203	14.412	0.158	7.117	3	16	2	0.000	277.856	58.482	1578.960	0.000	0.000	0.000	15.046	2057.100	-340.042	83.650	0.000	0.000	0.000	-370.085	-30.043	0.000	0.000
../1_emscoring/emscoring_70.pdb	-	68	-82.963	2.817	0.293	9.831	7.545	0.314	2.777	10	9	3	0.000	271.567	55.200	1571.580	0.000	0.000	0.000	15.646	2039.070	-365.174	78.464	0.000	0.000	0.000	-390.748	-25.574	0.000	0.000
../1_emscoring/emscoring_24.pdb	-	69	-82.827	8.132	0.190	16.919	15.734	0.141	8.323	6	14	6	0.000	307.544	62.822	1250.420	0.000	0.000	0.000	-0.753	2035.200	-272.203	87.328	0.000	0.000	0.000	-299.835	-27.633	0.000	0.000
../1_emscoring/emscoring_72.pdb	-	70	-82.167	4.161	0.224	13.128	9.070	0.211	4.766	9	8	4	0.000	283.189	53.564	1493.390	0.000	0.000	0.000	12.507	2057.440	-278.653	79.497	0.000	0.000	0.000	-317.596	-38.943	0.000	0.000
../1_emscoring/emscoring_45.pdb	-	71	-81.931	6.937	0.172	18.843	14.882	0.129	7.466	3	16	3	0.000	275.649	53.090	1563.760	0.000	0.000	0.000	14.070	2059.200	-336.593	79.028	0.000	0.000	0.000	-365.276	-28.683	0.000	0.000
../1_emscoring/emscoring_49.pdb	-	72	-81.778	5.919	0.224	19.651	14.223	0.147	6.614	3	16	4	0.000	293.843	65.628	1375.070	0.000	0.000	0.000	9.991	2079.150	-334.452	87.466	0.000	0.000	0.000	-359.330	-24.879	0.000	0.000
../1_emscoring/emscoring_8.pdb	-	73	-81.701	9.916	0.138	19.220	17.809	0.108	10.329	1	6	13	0.000	290.094	51.338	1320.160	0.000	0.000	0.000	3.464	2037.600	-231.850	80.732	0.000	0.000	0.000	-270.645	-38.795	0.000	0.000
../1_emscoring/emscoring_29.pdb	-	74	-81.637	14.933	0.069	24.196	23.116	0.063	14.606	20	17	1	0.000	295.268	56.146	1468.930	0.000	0.000	0.000	5.986	2061.900	-302.503	79.232	0.000	0.000	0.000	-329.626	-27.123	0.000	0.000
../1_emscoring/emscoring_75.pdb	-	75	-79.976	15.504	0.103	30.178	26.025	0.062	14.909	7	7	5	0.000	296.559	57.584	1400.100	0.000	0.000	0.000	18.667	2055.090	-322.102	84.971	0.000	0.000	0.000	-356.324	-34.222	0.000	0.000
../1_emscoring/emscoring_53.pdb	-	76	-78.401	5.873	0.207	19.021	13.702	0.145	6.563	3	16	5	0.000	294.102	59.005	1463.010	0.000	0.000	0.000	13.489	2083.450	-339.107	81.407	0.000	0.000	0.000	-363.176	-24.069	0.000	0.000
../1_emscoring/emscoring_1.pdb	-	77	-78.292	2.134	0.466	8.948	5.596	0.424	2.688	23	18	1	0.000	323.315	63.199	1295.680	0.000	0.000	0.000	3.656	2051.740	-271.879	92.966	0.000	0.000	0.000	-299.452	-27.572	0.000	0.000
../1_emscoring/emscoring_48.pdb	-	78	-77.534	6.131	0.172	21.119	14.995	0.123	6.962	3	16	6	0.000	293.793	57.283	1457.880	0.000	0.000	0.000	14.662	2050.650	-289.315	82.149	0.000	0.000	0.000	-323.648	-34.333	0.000	0.000
../1_emscoring/emscoring_46.pdb	-	79	-75.264	7.462	0.172	16.268	15.160	0.142	7.471	6	14	7	0.000	293.251	57.956	1322.830	0.000	0.000	0.000	0.288	2056.700	-169.567	83.806	0.000	0.000	0.000	-211.206	-41.639	0.000	0.000
../1_emscoring/emscoring_3.pdb	-	80	-74.345	8.523	0.138	17.999	16.062	0.117	8.850	6	14	8	0.000	270.814	54.293	1270.200	0.000	0.000	0.000	11.183	2036.620	-272.263	78.200	0.000	0.000	0.000	-303.339	-31.076	0.000	0.000
../1_emscoring/emscoring_89.pdb	-	81	-74.275	13.209	0.000	24.538	21.430	0.040	13.545	12	10	2	0.000	508.920	76.308	1418.880	0.000	0.000	0.000	-0.571	1841.540	-257.010	165.391	0.000	0.000	0.000	-279.312	-22.301	0.000	0.000
../1_emscoring/emscoring_47.pdb	-	82	-74.175	6.903	0.155	19.798	15.230	0.119	7.530	3	16	7	0.000	279.133	54.783	1378.440	0.000	0.000	0.000	16.520	2054.440	-332.731	78.528	0.000	0.000	0.000	-356.880	-24.149	0.000	0.000
../1_emscoring/emscoring_69.pdb	-	83	-74.013	4.012	0.190	13.491	10.385	0.199	4.089	10	9	4	0.000	288.250	60.373	1199.010	0.000	0.000	0.000	15.443	2047.540	-343.995	78.503	0.000	0.000	0.000	-364.652	-20.657	0.000	0.000
../1_emscoring/emscoring_50.pdb	-	84	-73.844	6.533	0.172	18.544	14.521	0.132	6.944	3	16	8	0.000	286.646	58.863	1375.150	0.000	0.000	0.000	5.454	2038.770	-239.292	77.108	0.000	0.000	0.000	-270.731	-31.439	0.000	0.000
../1_emscoring/emscoring_51.pdb	-	85	-71.515	6.569	0.172	24.787	16.873	0.109	7.735	3	16	9	0.000	288.794	56.661	1339.040	0.000	0.000	0.000	14.614	2062.830	-273.316	84.282	0.000	0.000	0.000	-304.782	-31.466	0.000	0.000
../1_emscoring/emscoring_84.pdb	-	86	-67.914	11.123	0.000	22.413	18.626	0.048	12.213	13	19	1	0.000	770.364	255.616	3535.520	0.000	0.000	0.000	-67.537	1877.380	-150.913	337.834	0.000	0.000	0.000	-121.107	29.806	0.000	0.000
../1_emscoring/emscoring_92.pdb	-	87	-63.263	11.426	0.000	22.104	21.035	0.049	11.048	15	20	1	0.000	515.279	82.456	1383.920	0.000	0.000	0.000	-9.924	1823.120	-88.656	161.981	0.000	0.000	0.000	-124.263	-35.607	0.000	0.000
../1_emscoring/emscoring_91.pdb	-	88	-50.990	13.665	0.000	23.793	22.150	0.042	13.796	12	10	3	0.000	527.034	85.093	1492.150	0.000	0.000	0.000	-8.962	1854.670	-167.236	177.341	0.000	0.000	0.000	-175.816	-8.581	0.000	0.000
../1_emscoring/emscoring_93.pdb	-	89	-46.871	6.644	0.000	10.617	11.333	0.146	6.455	14	21	1	0.000	578.041	93.545	1740.990	0.000	0.000	0.000	-8.906	1846.130	-35.623	211.309	0.000	0.000	0.000	-66.464	-30.841	0.000	0.000
../1_emscoring/emscoring_88.pdb	-	90	48.283	12.919	0.000	20.484	19.885	0.053	14.706	16	22	1	0.000	766.051	243.660	3914.250	0.000	0.000	0.000	-68.786	1881.260	-129.461	337.076	0.000	0.000	0.000	13.500	142.961	0.000	0.000
../1_emscoring/emscoring_87.pdb	-	91	180.468	12.447	0.000	22.153	19.299	0.048	14.160	13	19	2	0.000	1572.570	762.062	3639.430	0.000	0.000	0.000	-66.857	1874.120	-240.130	561.687	0.000	0.000	0.000	55.221	295.351	0.000	0.000
../1_emscoring/emscoring_86.pdb	-	92	240.307	12.572	0.000	21.662	19.799	0.049	14.187	13	19	3	0.000	946.547	447.473	3535.820	0.000	0.000	0.000	-69.380	1933.090	-154.703	492.276	0.000	0.000	0.000	185.924	340.628	0.000	0.000
../1_emscoring/emscoring_85.pdb	-	93	781.210	15.174	0.000	23.497	24.993	0.042	17.151	17	23	1	0.000	1249.820	692.831	3278.340	0.000	0.000	0.000	-61.261	1890.630	-86.026	1048.420	0.000	0.000	0.000	773.651	859.677	0.000	0.000
